filename,source,call_type,date,hour,frequency_1,sample_rate
mm17b_00007471.e.wav,Dolphin,click,7/25/16,22.0,22669.9533,64000
mm17b_00007474.e.wav,Dolphin,click,7/25/16,22.0,26978.45,64000
mm17b_00007475.e.wav,Dolphin,click,7/25/16,22.0,24886.9468,64000
mm17b_00007577.e.wav,Dolphin,click,7/26/16,7.0,21707.8618,64000
mm17b_00007579.e.wav,Dolphin,click,7/26/16,7.0,27229.4304,64000
mm17b_00007580.e.wav,Dolphin,click,7/26/16,7.0,28567.9925,64000
mm17b_00008205.e.wav,Dolphin,click,7/28/16,11.0,29320.9337,64000
mm17b_00008206.e.wav,Dolphin,other,7/28/16,11.0,24510.4762,64000
mm17b_00008207.e.wav,Dolphin,other,7/28/16,11.0,26685.6396,64000
mm17b_00008209.e.wav,Dolphin,click,7/28/16,12.0,28400.6723,64000
mm17b_00008211.e.wav,Dolphin,other,7/28/16,12.0,25305.2474,64000
mm17b_00008212.e.wav,Dolphin,click,7/28/16,12.0,29864.7246,64000
mm17b_00008215.e.wav,Dolphin,other,7/28/16,12.0,24928.7768,64000
mm17b_00008217.e.wav,Dolphin,other,7/28/16,12.0,23422.8945,64000
mm17b_00008218.e.wav,Dolphin,other,7/28/16,12.0,29069.9533,64000
mm17b_00008219.e.wav,Dolphin,other,7/28/16,12.0,24343.1559,64000
mm17b_00008220.e.wav,Dolphin,whistle,7/28/16,13.0,16437.2736,64000
mm17b_00008259.e.wav,Dolphin,click,7/28/16,16.0,28066.0317,64000
mm17b_00008270.e.wav,Dolphin,whistle,7/28/16,17.0,18235.9664,64000
mm17b_00008286.e.wav,Dolphin,whistle,7/28/16,18.0,11250.3455,64000
mm17b_00008287.e.wav,Dolphin,whistle,7/28/16,18.0,9367.9925,64000
mm17b_00008380.e.wav,Dolphin,click,7/29/16,2.0,25347.0775,64000
mm17b_00008382.e.wav,Dolphin,click,7/29/16,2.0,28818.9729,64000
mm17b_00008396.e.wav,Dolphin,click,7/29/16,3.0,27856.8814,64000
mm17b_00008397.e.wav,Dolphin,click,7/29/16,3.0,24761.4566,64000
mm17b_00008398.e.wav,Dolphin,click,7/29/16,3.0,23255.5742,64000
mm17b_00008402.e.wav,Dolphin,click,7/29/16,4.0,27647.7311,64000
mm17b_00008443.e.wav,Dolphin,click,7/29/16,7.0,26476.4893,64000
mm17b_00009740.e.wav,Dolphin,click,8/2/16,19.0,25054.267,64000
mm17b_00009741.e.wav,Dolphin,click,8/2/16,19.0,24677.7965,64000
mm17b_00009742.e.wav,Dolphin,click,8/2/16,19.0,22084.3324,64000
mm17b_00009743.e.wav,Dolphin,click,8/2/16,19.0,23506.5546,64000
mm17b_00009744.e.wav,Dolphin,click,8/2/16,20.0,28400.6723,64000
mm17b_00010032.e.wav,Dolphin,click,8/3/16,20.0,21289.5612,64000
mm17b_00010033.e.wav,Dolphin,click,8/3/16,20.0,21247.7311,64000
mm17b_00010034.e.wav,Dolphin,click,8/3/16,20.0,19407.2082,64000
mm17b_00010036.e.wav,Dolphin,click,8/3/16,20.0,22335.3128,64000
mm17b_00010416.e.wav,Dolphin,click,8/5/16,4.0,25932.6984,64000
mm17b_00010926.e.wav,Dolphin,click,8/6/16,22.0,24635.9664,64000
mm17b_00010933.e.wav,Dolphin,click,8/6/16,23.0,23548.3847,64000
mm17b_00010934.e.wav,Dolphin,click,8/6/16,23.0,24970.6069,64000
mm17b_00010935.e.wav,Dolphin,click,8/6/16,23.0,24384.986,64000
mm17b_00010936.e.wav,Dolphin,click,8/6/16,23.0,25974.5285,64000
mm17b_00010964.e.wav,Dolphin,click,8/7/16,1.0,29111.7834,64000
mm17b_00011053.e.wav,Dolphin,click,8/7/16,9.0,28149.6919,64000
mm17b_00011425.e.wav,Dolphin,click,8/8/16,16.0,25221.5873,64000
mm17b_00011470.e.wav,Dolphin,click,8/8/16,19.0,23339.2344,64000
mm17b_00011471.e.wav,Dolphin,click,8/8/16,19.0,22795.4435,64000
mm17b_00011473.e.wav,Dolphin,click,8/8/16,20.0,25849.0383,64000
mm17b_00011474.e.wav,Dolphin,click,8/8/16,20.0,22293.4827,64000
mm17b_00011475.e.wav,Dolphin,click,8/8/16,20.0,23046.4239,64000
mm17b_00011901.e.wav,Dolphin,click,8/10/16,7.0,28818.9729,64000
mm17b_00012095.e.wav,Dolphin,click,8/10/16,23.0,22628.1232,64000
mm17b_00012098.e.wav,Dolphin,click,8/11/16,0.0,22167.9925,64000
mm17b_00012100.e.wav,Dolphin,click,8/11/16,0.0,22209.8226,64000
mm17b_00012102.e.wav,Dolphin,click,8/11/16,0.0,25263.4174,64000
mm17b_00012713.e.wav,Dolphin,click,8/13/16,3.0,25849.0383,64000
mm17b_00012715.e.wav,Dolphin,click,8/13/16,3.0,28275.1821,64000
mm17b_00012717.e.wav,Dolphin,click,8/13/16,3.0,22711.7834,64000
mm17b_00012720.e.wav,Dolphin,click,8/13/16,4.0,24134.0056,64000
mm17b_00012721.e.wav,Dolphin,click,8/13/16,4.0,23506.5546,64000
mm17b_00012724.e.wav,Dolphin,click,8/13/16,4.0,26267.3389,64000
mm17b_00012725.e.wav,Dolphin,click,8/13/16,4.0,23506.5546,64000
mm17b_00012728.e.wav,Dolphin,click,8/13/16,4.0,22042.5023,64000
mm17b_00012974.e.wav,Dolphin,click,8/14/16,1.0,25305.2474,64000
mm17b_00012975.e.wav,Dolphin,click,8/14/16,1.0,26643.8095,64000
mm17b_00013081.e.wav,Dolphin,whistle,8/14/16,10.0,14638.5808,64000
mm17b_00013198.e.wav,Dolphin,click,8/14/16,19.0,21749.6919,64000
mm17b_00013199.e.wav,Dolphin,click,8/14/16,19.0,22544.4631,64000
mm17b_00013200.e.wav,Dolphin,click,8/14/16,20.0,23590.2148,64000
mm17b_00013336.e.wav,Dolphin,click,8/15/16,7.0,26727.4697,64000
mm17b_00013450.e.wav,Dolphin,click,8/15/16,16.0,23422.8945,64000
mm17b_00013454.e.wav,Dolphin,click,8/15/16,17.0,25849.0383,64000
mm17b_00013722.e.wav,Dolphin,whistle,8/16/16,15.0,17692.1755,64000
mm17b_00013853.e.wav,Dolphin,click,8/17/16,2.0,22544.4631,64000
mm17b_00014351.e.wav,Dolphin,click,8/18/16,19.0,20034.6592,64000
mm17b_00014356.e.wav,Dolphin,click,8/18/16,20.0,24886.9468,64000
mm17b_00014358.e.wav,Dolphin,click,8/18/16,20.0,24635.9664,64000
mm17b_00014553.e.wav,Dolphin,whistle,8/19/16,12.0,13927.4697,64000
mm17b_00015218.e.wav,Dolphin,click,8/21/16,20.0,17524.8553,64000
mm17b_00015219.e.wav,Dolphin,click,8/21/16,20.0,20536.62,64000
mm17b_00015220.e.wav,Dolphin,click,8/21/16,20.0,20662.1102,64000
mm17b_00015221.e.wav,Dolphin,click,8/21/16,20.0,24217.6657,64000
mm17b_00015222.e.wav,Dolphin,click,8/21/16,20.0,24384.986,64000
mm17b_00015223.e.wav,Dolphin,click,8/21/16,20.0,19365.3782,64000
mm17b_00015224.e.wav,Dolphin,click,8/21/16,20.0,20411.1298,64000
mm17b_00015324.e.wav,Dolphin,click,8/22/16,5.0,26183.6788,64000
mm17b_00015326.e.wav,Dolphin,click,8/22/16,5.0,26685.6396,64000
mm17b_00015767.e.wav,Dolphin,other,8/23/16,17.0,20285.6396,64000
mm17b_00015791.e.wav,Dolphin,click,8/23/16,19.0,30115.7049,64000
mm17b_00016008.e.wav,Dolphin,click,8/24/16,14.0,24384.986,64000
mm17b_00016010.e.wav,Dolphin,click,8/24/16,14.0,19114.3978,64000
mm17b_00016012.e.wav,Dolphin,click,8/24/16,14.0,30868.6461,64000
mm17b_00016013.e.wav,Dolphin,whistle,8/24/16,14.0,15307.8618,64000
mm17b_00016021.e.wav,Dolphin,other,8/24/16,15.0,22962.7638,64000
mm17b_00016122.e.wav,Dolphin,click,8/24/16,23.0,23757.535,64000
mm17b_00016277.e.wav,Dolphin,whistle,8/25/16,12.0,10120.9337,64000
mm17b_00016347.e.wav,Dolphin,other,8/25/16,18.0,21582.3716,64000
mm17b_00016424.e.wav,Dolphin,click,8/26/16,0.0,21833.352,64000
mm17b_00016425.e.wav,Dolphin,click,8/26/16,0.0,23506.5546,64000
mm17b_00016426.e.wav,Dolphin,click,8/26/16,0.0,19532.6984,64000
mm17b_00016429.e.wav,Dolphin,click,8/26/16,1.0,22460.803,64000
mm17b_00016430.e.wav,Dolphin,click,8/26/16,1.0,21080.4108,64000
mm17b_00016431.e.wav,Dolphin,click,8/26/16,1.0,25305.2474,64000
mm17b_00016432.e.wav,Dolphin,click,8/26/16,1.0,27940.5415,64000
mm17b_00016629.e.wav,Dolphin,click,8/26/16,17.0,26016.3585,64000
mm17b_00016634.e.wav,Dolphin,click,8/26/16,18.0,24343.1559,64000
mm17b_00017006.e.wav,Dolphin,click,8/28/16,1.0,21080.4108,64000
mm17b_00017009.e.wav,Dolphin,click,8/28/16,1.0,20871.2605,64000
mm17b_00017013.e.wav,Dolphin,click,8/28/16,1.0,26183.6788,64000
mm17b_00017014.e.wav,Dolphin,click,8/28/16,1.0,26811.1298,64000
mm17b_00017015.e.wav,Dolphin,click,8/28/16,1.0,25890.8683,64000
mm17b_00017018.e.wav,Dolphin,click,8/28/16,2.0,25849.0383,64000
mm17b_00017053.e.wav,Dolphin,click,8/28/16,5.0,20411.1298,64000
mm17b_00017054.e.wav,Dolphin,click,8/28/16,5.0,22502.6331,64000
mm17b_00017055.e.wav,Dolphin,click,8/28/16,5.0,24092.1755,64000
mm17b_00017056.e.wav,Dolphin,click,8/28/16,5.0,22879.1036,64000
mm17b_00017057.e.wav,Dolphin,click,8/28/16,5.0,21247.7311,64000
mm17b_00017179.e.wav,Dolphin,click,8/28/16,15.0,24384.986,64000
mm17b_00017236.e.wav,Dolphin,click,8/28/16,20.0,26769.2997,64000
mm17b_00017237.e.wav,Dolphin,click,8/28/16,20.0,25347.0775,64000
mm17b_00017238.e.wav,Dolphin,click,8/28/16,20.0,26643.8095,64000
mm17b_00017240.e.wav,Dolphin,click,8/28/16,20.0,25849.0383,64000
mm17b_00017280.e.wav,Dolphin,click,8/29/16,0.0,28818.9729,64000
mm17b_00017282.e.wav,Dolphin,click,8/29/16,0.0,28191.5219,64000
mm17b_00017283.e.wav,Dolphin,other,8/29/16,0.0,25054.267,64000
mm17b_00017288.e.wav,Dolphin,click,8/29/16,0.0,26141.8487,64000
mm17b_00017550.e.wav,Dolphin,click,8/29/16,22.0,26769.2997,64000
mm17b_00017551.e.wav,Dolphin,click,8/29/16,22.0,23966.6853,64000
mm17b_00017552.e.wav,Dolphin,click,8/29/16,22.0,27605.901,64000
mm17b_00017553.e.wav,Dolphin,click,8/29/16,22.0,20452.9599,64000
mm17b_00017554.e.wav,Dolphin,click,8/29/16,22.0,25054.267,64000
kahekili1_00004719.e.wav,Dolphin,whistle,1/31/16,9.0,12403.4275,50000
kahekili1_00004720.e.wav,Dolphin,whistle,1/31/16,9.0,8121.3116,50000
kahekili1_00004721.e.wav,Dolphin,whistle,1/31/16,9.0,14638.9439,50000
kahekili1_00004722.e.wav,Dolphin,other,1/31/16,9.0,13568.4149,50000
kahekili1_00004723.e.wav,Dolphin,whistle,1/31/16,9.0,12718.289,50000
kahekili1_00004724.e.wav,Dolphin,whistle,1/31/16,9.0,12466.3998,50000
kahekili1_00004725.e.wav,Dolphin,whistle,1/31/16,9.0,6074.7121,50000
kahekili1_00004799.e.wav,Dolphin,whistle,1/31/16,15.0,12875.7197,50000
kahekili1_00004800.e.wav,Dolphin,other,1/31/16,16.0,13001.6643,50000
